sale_id,dealership_id,sale_date,model,model_year,car_type,production_cost,sale_price,discount_applied
225,7,8/8/2024,Q7,2024,Gas,50407.26,72010.37,0
226,2,3/27/2024,Q8,2022,Hybrid,78732.73,112475.33,0
227,4,3/18/2023,Q8,2024,Hybrid,73211.68,104588.12,0
228,5,8/20/2023,Q5,2024,Gas,38224.33,54606.19,0
229,10,4/21/2022,A4,2022,Gas,45276.67,64680.96,0
230,6,12/20/2023,Q4 e-tron,2023,Electric,41515.84,59308.35,0
231,6,11/19/2022,Q8,2022,Hybrid,59442.74,84918.2,0
232,6,10/11/2022,A3,2022,Gas,29217.19,41738.84,3156.99
233,3,5/18/2022,Q4 e-tron,2024,Electric,37850.12,54071.6,0
234,5,1/21/2024,e-tron GT,2024,Electric,101018.64,144312.34,0
235,9,8/3/2024,RS5,2022,Gas,72107.58,103010.83,0
236,7,4/20/2023,Q5,2023,Gas,41990.28,59986.11,0
237,3,10/7/2023,A3,2024,Gas,37319.19,53313.13,0
238,8,7/5/2023,Q5,2023,Gas,32514.33,46449.05,0
239,5,2/28/2023,Q4 e-tron,2022,Electric,48059.3,68656.14,0
240,3,2/23/2024,A4,2022,Gas,47834.96,68335.66,0
241,4,8/20/2022,A4,2023,Gas,53931.02,77044.31,0
242,3,7/8/2023,Q4 e-tron,2024,Electric,59460.03,84942.9,0
243,8,11/10/2022,Q7,2024,Gas,47737.22,68196.03,0
244,8,12/16/2024,Q4 e-tron,2023,Electric,51425.3,73464.71,0
245,5,5/20/2024,Q4 e-tron,2024,Electric,60866.57,86952.25,0
246,3,8/2/2023,A4,2023,Gas,50831.28,72616.11,0
247,9,6/2/2022,A3,2022,Gas,42921.02,61315.74,0
248,8,1/14/2022,Q5,2023,Gas,37320.21,53314.59,0
249,6,9/7/2022,e-tron GT,2023,Electric,100246.52,143209.31,0
250,8,12/5/2023,Q8,2022,Hybrid,51741.56,73916.52,0
251,8,10/1/2024,Q4 e-tron,2024,Electric,35964.96,51378.52,0
252,5,11/26/2024,Q5,2023,Gas,38187.81,54554.02,0
253,4,12/11/2022,e-tron GT,2023,Electric,82360.2,117657.43,0
254,7,6/11/2024,A4,2022,Gas,49126.24,70180.34,0
255,4,11/24/2023,e-tron GT,2023,Electric,95931.63,137045.18,0
256,4,4/23/2022,A4,2022,Gas,40506.97,57867.1,0
257,8,9/27/2022,e-tron GT,2024,Electric,100207.42,143153.46,0
258,4,5/16/2022,Q4 e-tron,2022,Electric,44517.65,63596.65,0
259,4,4/11/2023,RS5,2023,Gas,69199.03,98855.76,0
260,10,1/19/2024,TT,2023,Gas,37951.72,54216.74,0
261,8,11/5/2022,Q8,2023,Hybrid,70845.01,101207.16,0
262,3,6/4/2022,Q5,2024,Gas,41485.58,59265.11,0
263,6,4/17/2022,Q8,2022,Hybrid,68979.08,98541.55,0
264,5,9/28/2023,Q7,2024,Gas,66274.07,94677.24,0
265,3,10/31/2022,Q5,2022,Gas,51311.88,73302.68,0
266,7,8/16/2022,A3,2024,Gas,32789.95,46842.79,0
267,10,11/9/2024,A3,2022,Gas,40819.56,58313.65,0
268,4,10/12/2022,Q4 e-tron,2024,Electric,53855.78,76936.83,0
269,1,12/1/2023,RS5,2024,Gas,75128.67,107326.67,0
270,8,11/27/2024,RS5,2023,Gas,57551.84,82216.92,0
271,7,10/13/2024,e-tron GT,2024,Electric,89887.15,128410.22,0
272,1,4/12/2023,Q4 e-tron,2024,Electric,52600.11,75143.02,0
273,6,12/13/2022,A3,2023,Gas,47989.13,68555.9,0
274,10,8/17/2024,Q8 e-tron,2024,Electric,59722.14,85317.34,0
275,6,5/4/2023,Q8,2022,Hybrid,53728.22,76754.6,0
276,3,5/28/2022,TT,2022,Gas,60901.92,87002.74,0
277,2,6/23/2022,A4,2024,Gas,45941.76,65631.09,0
278,7,11/7/2024,Q4 e-tron,2023,Electric,47627.08,68038.68,0
279,5,7/1/2024,RS5,2024,Gas,56854,81220,0
280,2,11/15/2022,A4,2024,Gas,43713.34,62447.63,0
281,7,5/3/2024,Q4 e-tron,2023,Electric,41975.03,59964.33,0
282,8,6/29/2024,Q5,2022,Gas,46758.33,66797.62,1221.17
283,9,6/25/2024,RS5,2024,Gas,54920.33,78457.61,0
284,5,1/18/2024,A3,2024,Gas,29224.66,41749.52,0
285,10,6/3/2024,TT,2023,Gas,48547.72,69353.89,0
286,2,11/16/2024,e-tron GT,2024,Electric,85881.15,122687.36,0
287,10,11/4/2022,A4,2022,Gas,55852.05,79788.65,0
288,9,2/7/2022,e-tron GT,2022,Electric,97979.39,139970.56,0
289,4,3/8/2023,Q6 e-tron,2022,Electric,78595.1,112278.71,0
290,9,8/29/2024,A4,2023,Gas,46866.06,66951.52,0
291,5,9/8/2024,A3,2023,Gas,45138.25,64483.22,0
292,7,7/6/2022,Q5,2022,Gas,42361.9,60517,0
293,7,9/6/2022,Q7,2023,Gas,62015.6,88593.71,0
294,7,4/6/2022,RS5,2022,Gas,80453.83,114934.04,0
295,8,5/1/2024,A4,2023,Gas,51853.36,74076.23,0
296,4,5/11/2023,Q8,2022,Hybrid,61352.79,87646.85,0
297,9,12/3/2023,Q4 e-tron,2024,Electric,56343.01,80490.02,0
298,6,2/14/2024,Q5,2022,Gas,38571.41,55102.02,0
299,2,8/11/2023,TT,2024,Gas,52541.22,75058.89,0
300,2,9/29/2024,RS5,2024,Gas,74788.3,106840.43,0
301,3,5/20/2023,Q5,2023,Gas,54622.14,78031.63,0
302,2,10/29/2023,Q8 e-tron,2023,Electric,57382.87,81975.53,0
303,4,12/17/2024,A4,2023,Gas,37516.96,53595.66,0
304,1,6/17/2022,TT,2022,Gas,64194.27,91706.1,0
305,1,4/14/2024,A3,2022,Gas,40854.37,58363.39,0
306,5,8/1/2024,e-tron GT,2024,Electric,84542.43,120774.9,0
307,4,2/17/2022,A3,2024,Gas,29974.93,42821.33,0
308,9,1/2/2023,Q4 e-tron,2024,Electric,40966.52,58523.6,4707.65
309,8,6/2/2023,A3,2022,Gas,41823.65,59748.07,0
310,4,9/11/2022,Q5,2022,Gas,42999.8,61428.28,0
311,8,3/24/2023,Q7,2022,Gas,47157.51,67367.87,0
312,9,12/14/2023,Q5,2024,Gas,37729.08,53898.68,0
313,5,1/23/2022,Q5,2024,Gas,32036.82,45766.88,0
314,2,12/10/2024,Q5,2022,Gas,42243.79,60348.27,0
315,5,5/15/2024,Q7,2024,Gas,51705.01,73864.3,0
316,7,12/1/2024,RS5,2023,Gas,82047.94,117211.35,0
317,6,1/10/2023,A3,2024,Gas,40415.34,57736.2,0
318,1,11/30/2024,Q7,2022,Gas,68337.85,97625.5,0
319,2,6/18/2023,RS5,2022,Gas,76242.6,108918,0
320,4,8/15/2024,RS5,2022,Gas,78931.82,112759.74,0
321,4,7/9/2024,e-tron GT,2023,Electric,98678.71,140969.58,0
322,2,11/1/2023,e-tron GT,2023,Electric,87585.06,125121.51,0
323,3,8/17/2023,RS5,2023,Gas,69029.88,98614.11,0
324,8,5/16/2023,Q5,2022,Gas,47409.51,67727.87,0
325,3,3/7/2024,A4,2022,Gas,53347.27,76210.39,0
326,5,10/21/2024,Q4 e-tron,2023,Electric,46079.93,65828.47,0
327,4,8/14/2023,A3,2022,Gas,29927.88,42754.12,0
328,5,10/20/2024,TT,2022,Gas,49581.96,70831.37,0
329,10,3/17/2023,e-tron GT,2023,Electric,96735.42,138193.46,0
330,1,7/6/2024,Q4 e-tron,2022,Electric,47765.97,68237.1,0
331,3,1/23/2024,RS5,2024,Gas,59700.77,85286.82,0
332,4,3/18/2023,TT,2024,Gas,59468.53,84955.04,0
333,4,2/24/2024,Q8 e-tron,2024,Electric,63504.45,90720.65,0
334,2,5/19/2023,A4,2022,Gas,36082.08,51545.83,0
335,2,3/13/2024,Q7,2023,Gas,53499.41,76427.73,0
336,1,10/17/2023,TT,2024,Gas,48021.05,68601.5,0
337,8,7/5/2023,Q5,2023,Gas,52262.75,74661.07,0
338,4,4/15/2023,TT,2022,Gas,47985.39,68550.56,0
339,9,6/15/2023,Q5,2024,Gas,55311.55,79016.5,0
340,9,3/10/2024,e-tron GT,2024,Electric,90186,128837.14,0
341,10,2/13/2022,e-tron GT,2022,Electric,86223.92,123177.03,0
342,2,9/1/2022,Q4 e-tron,2024,Electric,47772.7,68246.71,0
343,6,8/17/2023,RS5,2023,Gas,69898.41,99854.87,0
344,5,4/15/2024,A4,2023,Gas,44668.42,63812.03,0
345,1,12/5/2023,RS5,2024,Gas,79126.75,113038.21,0
346,9,8/16/2024,Q7,2024,Gas,68502.35,97860.5,0
347,5,4/22/2023,e-tron GT,2022,Electric,95213.15,136018.78,0
348,10,1/22/2022,TT,2024,Gas,54890.02,78414.32,0
349,10,3/3/2022,A3,2024,Gas,28511.64,40730.92,0
350,2,7/21/2022,RS5,2023,Gas,74313.46,106162.08,0
351,6,7/29/2024,A4,2022,Gas,47960.07,68514.39,0
352,8,8/31/2024,Q8,2022,Hybrid,58604.07,83720.1,0
353,3,2/25/2023,Q4 e-tron,2022,Electric,37800.11,54000.16,0
354,5,3/13/2024,A3,2023,Gas,39767.54,56810.77,0
355,1,11/22/2022,Q4 e-tron,2022,Electric,58426.43,83466.33,0
356,10,8/30/2022,Q5,2022,Gas,44191.43,63130.62,4349.03
357,3,3/25/2023,RS5,2023,Gas,64481.49,92116.41,0
358,10,3/3/2022,Q8,2023,Hybrid,68482.94,97832.77,0
359,5,5/15/2022,Q7,2023,Gas,50361.93,71945.61,1855.85
360,9,1/15/2022,TT,2022,Gas,52312.79,74732.56,0
361,3,8/12/2023,Q8,2022,Hybrid,70387.53,100553.62,0
362,5,9/15/2022,Q7,2022,Gas,44022.82,62889.74,0
363,5,10/13/2022,TT,2023,Gas,60121.61,85888.01,0
364,10,5/3/2022,RS5,2022,Gas,81539.56,116485.09,0
365,5,11/15/2023,RS5,2024,Gas,81116.47,115880.67,0
366,10,9/19/2023,A3,2024,Gas,45466.72,64952.46,0
367,3,11/3/2023,e-tron GT,2023,Electric,80965.44,115664.91,0
368,6,6/9/2022,TT,2024,Gas,38805.43,55436.33,0
369,5,7/27/2023,Q4 e-tron,2023,Electric,44562.45,63660.64,0
370,7,11/14/2022,Q4 e-tron,2024,Electric,38216.5,54595,0
371,2,9/4/2023,A3,2024,Gas,49790.33,71129.05,0
372,3,9/22/2024,Q5,2022,Gas,55107.82,78725.46,0
373,7,2/12/2022,Q4 e-tron,2023,Electric,55619.86,79456.94,0
374,1,7/2/2024,e-tron GT,2023,Electric,94552.95,135075.64,0
375,10,6/19/2022,Q8,2024,Hybrid,64707.54,92439.34,0
376,7,11/30/2022,A3,2023,Gas,49844.84,71206.91,0
377,1,12/24/2024,A3,2022,Gas,36550.12,52214.46,0
378,9,9/11/2023,e-tron GT,2024,Electric,83124.16,118748.8,0
379,2,6/24/2023,TT,2024,Gas,59518.89,85026.99,0
380,9,4/4/2024,Q4 e-tron,2024,Electric,58642.02,83774.31,0
381,1,8/5/2022,Q4 e-tron,2024,Electric,40328.66,57612.37,0
382,7,7/10/2023,TT,2022,Gas,49887.8,71268.29,0
383,7,8/7/2022,Q8,2024,Hybrid,72137.1,103053,0
384,7,5/12/2022,Q7,2023,Gas,47800,68285.72,0
385,10,3/11/2023,RS5,2023,Gas,70502.61,100718.02,0
386,7,6/30/2023,A3,2022,Gas,40583.83,57976.9,0
387,1,8/8/2023,TT,2024,Gas,57647,82352.85,0
388,7,3/14/2022,RS5,2022,Gas,75423.79,107748.27,0
389,4,4/8/2024,Q6 e-tron,2023,Electric,71854.61,102649.45,0
390,9,12/27/2023,TT,2024,Gas,53526.77,76466.82,0
391,6,4/13/2022,TT,2023,Gas,53080.03,75828.62,0
392,8,7/19/2022,Q5,2022,Gas,42295.79,60422.56,0
393,1,3/14/2023,Q4 e-tron,2023,Electric,62780.23,89686.04,3802.8
394,2,5/19/2022,Q7,2023,Gas,58136.96,83052.8,0
395,1,4/22/2023,Q4 e-tron,2022,Electric,39008.55,55726.5,0
